q1,q2,q3,q4,q5,q6,q7
0.5021576664517408,-1.76,-1.9073625713916516,-0.5163774900705934,0.08649936622379249,2.6466618788302694,0.7879977482959104
0.5021576110022494,-1.76,-1.9073626279764344,-0.5163774849056332,0.08649929522035557,2.646661842029498,0.7879976813967335
0.5091607501256324,-1.753196525785677,-1.9049409413455785,-0.5053852061060169,0.08521667189922431,2.6514719954357604,0.7877450228027832
0.5140505061568813,-1.7461750249139167,-1.902533778515776,-0.49889093039494614,0.08446200942046583,2.654243798009024,0.7877784709572156
0.5180860505447793,-1.7385886533464028,-1.9000447092554233,-0.49372226445006956,0.08382286924915719,2.6563606728255387,0.7878847053222332
0.5214902240553658,-1.7306785871045858,-1.8975703002715054,-0.4894129723473547,0.08318571597060022,2.6580243998431197,0.7879717248267638
0.5247102948843877,-1.7225354417418581,-1.895303424644846,-0.4852362242531002,0.08209209848980024,2.659480832017708,0.7877167170149502
0.5274732669198569,-1.7142688240174442,-1.8929714102445925,-0.4817465641781063,0.08119183329651512,2.660686222728614,0.7876186559729258
0.5298467050865552,-1.7058469384769397,-1.8905882090115964,-0.47878109691370097,0.08042169039166991,2.6616857504762375,0.7876244700470227
0.5318911300162898,-1.6972893032824308,-1.888174738513497,-0.4762483774087019,0.0797380411858466,2.662504818742889,0.787694930874018
0.41552760434531205,-1.76,-2.0574421538434646,-0.4883429627521558,0.09429307043923663,2.668136196097185,0.7850981439566631
0.41552612189939764,-1.7599995442386955,-2.057442821386525,-0.4883428281448397,0.09429204581439102,2.6681354797128,0.7850972061788704
0.41743072741148923,-1.7503408245208565,-2.054685379517324,-0.48271652674691584,0.09356033719604388,2.6690470141866847,0.7853378700185029
0.4197946607417771,-1.7417056999189684,-2.0522142216544643,-0.47921219723931235,0.09282774614215596,2.669363496106646,0.785459889912846
0.4219706730274886,-1.7327404726647009,-2.049707478662715,-0.4762144311172092,0.09210438954458837,2.6695332524354356,0.7855823524622857
0.4238845527619282,-1.7235845376913528,-2.0471922267438485,-0.4736147813310315,0.0914297786695726,2.669624593064773,0.7857265795856092
0.4255753803044226,-1.7142696838808786,-2.044673797277783,-0.47133378936931336,0.0907933049599415,2.6696564754728525,0.7858837943084241
